row_id,full_query,label,prediction,p_malicious,correct,latency_ms,model,error
26,"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""US-1392"";",0,0,0.02,1,297.53,jev-1.13.0,
27,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""RIO"") OR name LIKE ""Agriflite Services""",0,0,0.03,1,329.72,jev-1.13.0,
32,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""TR"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,281.91,jev-1.13.0,
33,"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""KLVN"";",0,0,0.02,1,269.72,jev-1.13.0,
30,"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""4TS8"", ""small_airport"", ""Shoab 1 Platform Heliport"", -8.85837, 20.635156631469727, 2391.0)",0,0,0.02,1,303.8,jev-1.13.0,
28,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""03I"") OR name LIKE ""06R""",0,0,0.03,1,332.5,jev-1.13.0,
38,"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""AR-B""",0,0,0.02,1,281.39,jev-1.13.0,
34,"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Jindal Heliport"" and 5099=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 17,1),6,1))>102) then 5099 else (select 6777 union select 1186) end))-- -""",1,1,0.98,1,312.31,jev-1.13.0,
39,"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 650.0 AND 83.0",0,0,0.02,1,280.56,jev-1.13.0,
29,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""Rosiclare, Stone RLA"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""LSXW"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""German Diagnostic Clinic (DKD)"", ""%"");",0,0,0.04,1,360.37,jev-1.13.0,
43,SELECT * FROM airport WHERE icao_code = 'KMLT';,0,0,0.02,1,249.66,jev-1.13.0,
35,"DELETE FROM regions WHERE name = ""South Region"" AND 4163 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x6e617661696473 AND table_schema LIKE 0x64617461736574 LIMIT 18,1),5,1))>113) THEN 4163 ELSE (SELECT 5270 UNION SELECT 1703) END))-- -"";",1,1,0.97,1,390.59,jev-1.13.0,
40,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""La Jibarera"") OR name LIKE ""LL69""",0,0,0.03,1,369.97,jev-1.13.0,
31,"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""SSCM"", ""small_airport"", ""Antelope Ranch Airport"", 28.618687, -109.45949, 272.0)",0,0,0.02,1,503.05,jev-1.13.0,
41,"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""MQ"" OR c.name LIKE CONCAT(""%"", ""Maldives"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 3 ORDER BY navaid_count DESC;",0,0,0.02,1,423.01,jev-1.13.0,
45,"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""French Cay"";",0,0,0.02,1,301.11,jev-1.13.0,
37,"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""CN"") OR a.elevation_ft > 3291.0",0,0,0.02,1,479.87,jev-1.13.0,
42,"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""PH-0504"", ""heliport"", ""Jinshan City Beach Seaplane Base"", 29.822399139404297, -62.8457984924, 1650.0)",0,0,0.02,1,467.66,jev-1.13.0,
50,"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Little River Airport"");",0,0,0.03,1,299.28,jev-1.13.0,
44,"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""SLPA"";",0,0,0.02,1,435.02,jev-1.13.0,
51,"UPDATE airport SET municipality = ""Zhilga"" WHERE iso_country = ""AR""",0,0,0.02,1,283.11,jev-1.13.0,
47,"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""IT""",0,0,0.02,1,324.76,jev-1.13.0,
55,"DELETE FROM navaids WHERE ident = ""RVA"";",0,0,0.03,1,274.09,jev-1.13.0,
54,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""Carnicobar"") OR name LIKE ""Campo di Volo """"Creva Air Club""""""",0,0,0.04,1,292.78,jev-1.13.0,
36,"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""SE-BD""",0,0,0.02,1,599.88,jev-1.13.0,
53,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""6MN7"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""YAH"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""Аэропорт Красногорье"", ""%"");",0,0,0.04,1,309.74,jev-1.13.0,
46,"INSERT INTO countries (code, name, continent) VALUES (""BI"", ""Pitcairn"", ""EU"")",0,0,0.02,1,472.61,jev-1.13.0,
52,"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Fairbury Municipal Airport""",0,0,0.02,1,378.87,jev-1.13.0,
48,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""DM"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,445.64,jev-1.13.0,
56,"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""NO"") OR a.elevation_ft > 482.0",0,0,0.02,1,381.98,jev-1.13.0,
49,"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,0,0.02,1,452.36,jev-1.13.0,
58,"UPDATE airport SET wikipedia_link = ""https://en.wikipedia.org/wiki/Crystal_City-Pilot_Mound/Louise_Municipal_Airport"" WHERE ident = ""BR-2364""",0,0,0.02,1,331.07,jev-1.13.0,
60,"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Cayuga Medical Center Heliport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,0,0.02,1,273.3,jev-1.13.0,
61,"DELETE FROM countries WHERE code = ""AU"";",0,0,0.03,1,291.99,jev-1.13.0,
63,"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 162.0 AND GTID_SUBSET(CONCAT(0x717a787671,(SELECT MID((IFNULL(CAST(column_type AS NCHAR),0x20)),1,190) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6e617661696473 AND table_schema=0x64617461736574 LIMIT 8,1),0x7170786a71),7718) AND 162.0 AND GTID_SUBSET(CONCAT(0x717a787671,(SELECT MID((IFNULL(CAST(column_type AS NCHAR),0x20)),1,190) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6e617661696473 AND table_schema=0x64617461736574 LIMIT 8,1),0x7170786a71),7718)",1,1,0.97,1,264.87,jev-1.13.0,
57,"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Meggiana Altiport""",0,0,0.02,1,421.63,jev-1.13.0,
65,"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""HR-05"", ""South Kurdufan State"", ""AF"", ""EE"", ""https://en.wikipedia.org/wiki/Municipality_of_Hoče-Slivnica"", ""-5713"")) as sTia where 5181=5181 or MAKE_SET(4890=4890,5539)-- BSrm"")",1,1,0.95,1,274.58,jev-1.13.0,
59,"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""US-0102"";",0,0,0.02,1,425.3,jev-1.13.0,
62,"INSERT INTO airport (ident, type, name, wikipedia_link, continent) VALUES (""SDAJ"",""small_airport"", ""Fazenda Londrina II Airport"",""https://en.wikipedia.org/wiki/Daegu_Airport'))) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL#"",""AS"")",1,1,0.83,1,427.65,jev-1.13.0,
66,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""Sangermano,ACLI"") OR name LIKE ""Аэродром Тапа, EETA""",0,0,0.04,1,349.04,jev-1.13.0,
71,"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Kazo;""",0,0,0.06,1,310.58,jev-1.13.0,
68,"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""ZZ"" OR c.name LIKE CONCAT(""%"", ""Barbados"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 3 ORDER BY navaid_count DESC;",0,0,0.03,1,329.39,jev-1.13.0,
72,"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('CA-0504','WBKN','KAVQ','LPJF');",0,0,0.02,1,267.92,jev-1.13.0,
69,"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""CL-ML""",0,0,0.02,1,368.17,jev-1.13.0,
76,"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 123.0 AND  130.45  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  126.7  AND  120.6  ORDER BY frequency;",0,0,0.02,1,264.21,jev-1.13.0,
67,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""BH"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,414.48,jev-1.13.0,
64,"DELETE FROM countries WHERE code = ""IL"";",0,0,0.03,1,435.87,jev-1.13.0,
77,"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""CW"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 5 ORDER BY runway_count DESC, a.name ASC;",0,0,0.02,1,274.54,jev-1.13.0,
80,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""SY9, Senneterre Water Aerodrome"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""II90"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""7WA6"", ""%"");",0,0,0.04,1,265.89,jev-1.13.0,
70,"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""BH-13"", ""Central Region"", ""EU"", ""IE"", ""https://en.wikipedia.org/wiki/K%C3%A9mo"", ""Airports in Antioquía Department"")",0,0,0.03,1,452.48,jev-1.13.0,
78,"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 780.0 AND 2513.0",0,0,0.01,1,320.13,jev-1.13.0,
79,"SELECT * FROM airport WHERE gps_code = ""HTSO"" OR local_code = ""CBF5""",0,0,0.02,1,306.34,jev-1.13.0,
73,"UPDATE airport SET wikipedia_link = ""https://en.wikipedia.org/wiki/Lawa_Tabiki_Airstrip"" WHERE ident = ""CN27""",0,0,0.02,1,453.64,jev-1.13.0,
74,"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Bergen Airport, Flesland"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,0,0.02,1,454.35,jev-1.13.0,
82,"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 128.0 AND  121.5  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  118.3  AND  130.2  ORDER BY frequency;",0,0,0.01,1,319.44,jev-1.13.0,
75,"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (25906, ""LZPP"", 4000.0, ""TURF"", 0, 0)",0,0,0.02,1,475.96,jev-1.13.0,
88,"UPDATE countries SET keywords = ""Sierra Leonean airports""  WHERE   4339=4339   AND    4531=(   SELECT   (   CASE    WHEN    (   ORD(    MID((   SELECT       IFNULL(  CAST( column_name    AS       NCHAR   ),0x20)  FROM  INFORMATION_SCHEMA.   COLUMNS   WHERE       table_name  =0x6e617661696473   AND    table_schema=0x64617461736574     LIMIT   11,1),11,1))>108)     THEN    4531    ELSE    (   SELECT   9011   UNION        SELECT   8235)  END ))-- -"" WHERE code = ""IO"";",1,1,0.98,1,280.42,jev-1.13.0,
81,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""London Airport"") OR name LIKE ""London Airport""",1,0,0.03,0,432.68,jev-1.13.0,
91,"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""5884"" AS SIGNED) AND a.iso_country = ""LU"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,0,0.02,1,276.71,jev-1.13.0,
90,"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('JP-2118','JP-2118','JP-2118','JP-2118');",1,0,0.02,0,310.21,jev-1.13.0,
92,"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES (50436, 19036, ""KLRY"", ""TWR"", ""APP"", 124.9)",0,0,0.02,1,318.04,jev-1.13.0,
83,"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 132.45 AND  126.2  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  118.9  AND  132.1  ORDER BY frequency;",0,0,0.02,1,435.84,jev-1.13.0,
86,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""Монгохто, Каменный Ручей"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""FL14"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""E21"", ""%"");",0,0,0.04,1,417.22,jev-1.13.0,
87,"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Epirus"";",0,0,0.02,1,438.12,jev-1.13.0,
84,SHOW GLOBAL STATUS ,0,0,0.03,1,470.08,jev-1.13.0,
98,"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 122.3 AND  348.8  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  127.3  AND  118.8  ORDER BY frequency;",0,0,0.02,1,287.06,jev-1.13.0,
85,"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Tver Oblast"";",0,0,0.02,1,493.96,jev-1.13.0,
89,"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""US-FL""",0,0,0.02,1,489.29,jev-1.13.0,
99,"SELECT id FROM airports WHERE latitude BETWEEN 13.27495 AND -22.560973 AND name LIKE ""%Yz36SloV80RfSnAiXvzs%"" OR name LIKE ""%nxp9co9dXSCk6SpXFKsL%"" AND scheduled_service = ""no"" AND longitude BETWEEN 21.315093 AND -97.717003 AND type = ""closed""",0,0,0.11,1,304.5,jev-1.13.0,
100,"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,0,0.01,1,298.81,jev-1.13.0,
93,"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""US-KS""",0,0,0.02,1,473.52,jev-1.13.0,
102,"INSERT INTO airport (ident, type, name, wikipedia_link, continent) VALUES (""SJUI"",""heliport"", ""Daewoo Trump Marine World Heliports"",""https://en.wikipedia.org/wiki/Laughlin/Bullhead_International_Airport"",""OC"")",0,0,0.05,1,289.23,jev-1.13.0,
95,"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""47M"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Manatuto"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Airports in Kiribati"", ""%"");",0,0,0.03,1,436.61,jev-1.13.0,
96,"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Karibib;""",0,0,0.04,1,433.96,jev-1.13.0,
94,"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""LI"" OR c.name LIKE CONCAT(""%"", ""Georgia"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 4 ORDER BY navaid_count DESC;",0,0,0.02,1,478.96,jev-1.13.0,
97,"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""FR-1131"", ""heliport"", ""Temblador Airport')) UNIOn aLl SELECt nULl-- -"", 36.9874992371, 53.67729)",1,1,0.9,1,465.89,jev-1.13.0,
105,"SELECT * FROM airport WHERE gps_code = ""CO13"" OR local_code = ""90OI""",0,0,0.02,1,262.28,jev-1.13.0,
104,"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""MX-DIF""",0,0,0.02,1,275.87,jev-1.13.0,
108,"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""MRLG"";",0,0,0.02,1,259.0,jev-1.13.0,
107,"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Marsaxlokk"";",0,0,0.02,1,299.43,jev-1.13.0,
103,DROP USER 'oracle'@'localhost';,0,0,0.05,1,437.63,jev-1.13.0,
110,"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES ((sELEcT coNcaT(coNcaT(0x7178626a71,(sELEcT MiD((iFnulL(CAsT(TaBLe_NamE aS NchAr),0x20)),1,118) FRoM InFORMATION_SCHEMA.TAbleS WHere table_schema In (0x64617461736574) LiMiT 2,1)),0x7171766a71)), 3874, ""YMGO"", ""A/D"", ""WIEN RADAR"", 135.775)",1,1,0.97,1,299.29,jev-1.13.0,
112,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""CY"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,341.74,jev-1.13.0,
101,"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""VG"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 3 ORDER BY runway_count DESC, a.name ASC;",0,0,0.02,1,583.34,jev-1.13.0,
109,"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""KR-11""",0,0,0.02,1,421.05,jev-1.13.0,
